isbn,url
9771003056059,https://img1.doubanio.com/lpic/s27274947.jpg
9771671010094,https://img3.doubanio.com/lpic/s26098886.jpg
9777301112114,https://img3.doubanio.com/lpic/s5805082.jpg
9780000000040,https://img1.doubanio.com/lpic/s9087349.jpg
9780000000125,https://img3.doubanio.com/lpic/s4486903.jpg
9780000000736,https://img3.doubanio.com/lpic/s27994965.jpg
9780000002198,https://img1.doubanio.com/lpic/s3141479.jpg
